Subj,Age,Sex,Block,Cue_L,Cue_R,Out_C,Out_I,Norm_Rev,Resp_Key,Acc,RT,FixReps
144,18,f,9,4,2,2,1,0,90,1,1093.66524482903,1
144,18,f,9,1,3,1,2,0,90,1,1660.12416495869,1
144,18,f,9,4,1,1,2,0,90,1,2160.08537661401,0
144,18,f,9,4,1,1,2,0,65,1,1618.71119467833,1
144,18,f,10,1,4,1,2,0,75,1,1141.65804619552,1
144,18,f,10,4,1,1,2,0,65,1,1037.58273462881,0
144,18,f,10,2,4,2,1,0,77,1,1090.99715018965,1
144,18,f,10,4,2,2,1,0,65,1,2096.66990758342,1
144,18,f,10,3,2,2,1,0,65,1,1889.86072720945,1
144,18,f,10,1,3,1,2,0,65,0,1544.23697292805,1
144,18,f,10,1,4,1,2,0,65,1,1954.49840635411,1
144,18,f,10,2,4,2,1,0,90,1,1730.00476025118,1
144,18,f,11,4,2,2,1,0,90,1,1954.11173034881,1
144,18,f,11,1,4,1,2,0,77,1,1611.37793399394,1
144,18,f,11,2,4,2,1,0,77,1,991.954060111311,1
144,18,f,11,4,2,2,1,0,65,1,1534.55588555153,1
144,18,f,11,3,2,2,1,0,65,1,1444.5943992032,1
144,18,f,11,2,4,2,1,0,75,1,1105.53206286568,0
144,18,f,11,1,4,1,2,0,65,1,1525.14284523932,1
144,18,f,11,1,3,1,2,0,75,1,1164.72156460077,1
144,18,f,12,3,1,1,2,0,90,1,1502.18376860357,1
144,18,f,12,3,2,2,1,0,90,1,1405.48578852395,1
144,18,f,12,3,1,1,2,0,75,1,1198.27604682359,1
144,18,f,12,3,1,1,2,0,90,1,1283.61764534202,1
144,18,f,12,3,2,2,1,0,75,1,1260.00656232281,1
144,18,f,12,2,3,2,1,0,77,1,1485.50719606646,0
144,18,f,12,1,4,1,2,0,90,1,1322.90374665172,1
144,18,f,12,3,1,1,2,0,65,1,1099.06844587749,0
144,18,f,13,4,2,2,1,0,65,1,1224.16854848052,0
144,18,f,13,2,4,2,1,0,65,1,898.331678665272,1
144,18,f,13,1,3,1,2,0,77,1,1987.32330551502,1
144,18,f,13,2,4,2,1,0,77,1,1082.77281410847,1
144,18,f,13,4,1,1,2,0,75,1,1032.16293156584,0
144,18,f,13,1,4,1,2,0,90,1,1244.40700774358,0
144,18,f,13,1,3,1,2,0,90,1,1420.26037392134,0
144,18,f,13,3,1,1,2,0,90,1,1284.30859100263,0
144,18,f,14,3,2,2,1,0,77,1,1358.74809944653,1
144,18,f,14,3,1,1,2,0,90,1,1145.39349943516,1
144,18,f,14,4,1,1,2,0,90,1,1322.96773987036,1
144,18,f,14,3,2,2,1,0,77,1,1225.96337716459,1
144,18,f,14,3,2,2,1,0,77,1,679.578405426582,0
144,18,f,14,4,1,1,2,0,65,1,922.196923434967,0
144,18,f,14,4,1,1,2,0,65,1,994.339014945581,1
144,18,f,14,1,4,1,2,0,90,1,1182.64419377738,0
144,18,f,15,2,4,2,1,0,77,1,1034.83525217234,0
144,18,f,15,1,3,1,2,0,77,1,1378.58569552191,0
144,18,f,15,2,3,2,1,0,90,1,1257.25485389921,0
144,18,f,15,4,1,1,2,0,75,1,915.453788893501,0
144,18,f,15,2,4,2,1,0,75,1,1165.86499060941,0
144,18,f,15,3,2,2,1,0,65,1,1196.13438696615,0
144,18,f,15,3,1,1,2,0,90,0,1043.21353420164,0
144,18,f,15,3,2,2,1,0,77,1,1319.6642408584,1
144,18,f,16,1,4,1,2,0,75,1,1105.32016079378,1
144,18,f,16,1,3,1,2,0,77,1,1046.21517840496,1
144,18,f,16,3,2,2,1,0,90,1,1190.56124165945,0
144,18,f,16,1,4,1,2,0,75,1,1506.13987770703,0
144,18,f,16,4,2,2,1,0,75,1,1597.9254726517,0
144,18,f,16,1,4,1,2,0,75,1,1642.68450346935,0
144,18,f,16,1,3,1,2,0,75,1,1181.66075081535,0
144,18,f,16,3,2,2,1,0,77,1,1325.0825346513,0
144,18,f,17,2,4,2,1,0,77,1,1014.49929381124,0
144,18,f,17,3,1,1,2,0,75,1,2019.01594729134,0
144,18,f,17,4,2,2,1,0,90,1,1246.77958652683,0
144,18,f,17,1,3,1,2,0,75,1,1249.24181618553,1
144,18,f,17,2,3,2,1,0,90,1,1110.5682084708,0
144,18,f,17,2,3,2,1,0,90,1,1061.70606525848,0
144,18,f,17,1,4,1,2,0,90,1,1124.90208584859,0
144,18,f,17,1,3,1,2,0,65,1,1325.12871843574,0
144,18,f,18,4,2,2,1,0,90,1,1108.209515005,1
144,18,f,18,1,4,1,2,0,90,1,1230.35717574021,0
144,18,f,18,2,3,2,1,0,75,1,1105.88281815217,0
144,18,f,18,4,2,2,1,0,75,1,1370.66864763983,1
144,18,f,18,1,4,1,2,0,75,1,1640.40338668929,1
144,18,f,18,3,1,1,2,0,77,1,1009.16159525514,0
144,18,f,18,2,3,2,1,0,65,1,1290.49570898496,0
144,18,f,18,3,2,2,1,0,65,1,1105.67423648172,0
144,18,f,19,1,3,1,2,0,65,1,1130.72788362479,0
144,18,f,19,3,2,2,1,0,77,1,1305.25761647732,0
144,18,f,19,3,1,1,2,0,90,1,1447.15956135406,0
144,18,f,19,4,1,1,2,0,65,1,961.905923326412,0
144,18,f,19,3,2,2,1,0,90,1,983.310145853466,0
144,18,f,19,1,4,1,2,0,77,1,1122.2204077385,0
144,18,f,19,2,3,2,1,0,90,1,1125.49855094767,1
144,18,f,19,3,1,1,2,0,90,1,985.69298770235,1
144,18,f,20,1,4,1,2,0,75,1,1381.22360468333,1
144,18,f,20,4,1,1,2,0,65,1,821.164006469189,1
144,18,f,20,3,1,1,2,0,65,1,933.423507427506,1
144,18,f,20,3,1,1,2,0,90,1,1145.80070157172,1
144,18,f,20,3,1,1,2,0,75,1,1425.10333244718,1
144,18,f,20,4,2,2,1,0,77,1,1449.23270017534,1
144,18,f,20,3,1,1,2,0,77,1,1429.49531989143,0
144,18,f,20,1,4,1,2,0,77,1,1338.17216651005,0
144,18,f,21,4,1,1,2,0,75,1,1495.74188515908,0
144,18,f,21,3,2,2,1,0,77,1,1282.79267616017,0
144,18,f,21,1,4,1,2,0,77,1,966.883207242063,0
144,18,f,21,2,4,2,1,0,90,1,1358.98535732485,1
144,18,f,21,3,2,2,1,0,75,1,1033.2230456479,0
144,18,f,21,1,4,1,2,0,90,1,903.727635199175,0
144,18,f,21,2,4,2,1,0,77,1,984.487379602797,0
144,18,f,21,4,1,1,2,0,75,1,1152.47682433983,0
144,18,f,22,3,2,2,1,0,75,1,1154.08389933509,0
144,18,f,22,4,2,2,1,0,90,1,1114.75855690514,0
144,18,f,22,1,4,1,2,0,90,1,1484.09693040958,0
144,18,f,22,2,3,2,1,0,65,1,956.69590935358406,0
144,18,f,22,2,3,2,1,0,65,1,713.601668168849,0
144,18,f,22,3,2,2,1,0,65,1,914.240634425369,0
144,18,f,22,2,3,2,1,0,65,1,696.223886920052,0
144,18,f,22,4,2,2,1,0,90,1,1341.98640385512,0
144,18,f,23,1,4,1,2,0,90,1,2348.73678291115,0
144,18,f,23,1,3,1,2,0,65,1,743.745794785355,1
144,18,f,23,2,4,2,1,0,75,1,911.024673310749,1
144,18,f,23,3,2,2,1,0,90,1,1373.74786852524,1
144,18,f,23,4,2,2,1,0,75,1,1409.62512349506,0
144,18,f,23,4,1,1,2,0,65,1,1521.09165187358,0
144,18,f,23,3,2,2,1,0,65,1,1051.27034086399,0
144,18,f,23,3,2,2,1,0,75,1,1371.0689071122,1
144,18,f,24,4,2,2,1,0,90,1,1561.21962623729,1
144,18,f,24,1,4,1,2,0,75,1,1861.6871087761,1
144,18,f,24,3,1,1,2,0,75,1,1381.43097893771,0
144,18,f,24,2,3,2,1,0,90,1,1006.38181433533,0
144,18,f,24,4,1,1,2,0,77,1,1496.12735375194,1
144,18,f,24,3,2,2,1,0,65,1,1060.46302716277,1
144,18,f,24,3,2,2,1,0,65,1,999.22181830334,1
144,18,f,24,4,1,1,2,0,65,1,1675.65489664412,1
144,18,f,25,3,2,2,1,0,65,1,1443.42773037351,0
144,18,f,25,4,2,2,1,0,75,1,1414.79287779657,1
144,18,f,25,3,1,1,2,0,90,1,1399.80608846963,0
144,18,f,25,1,3,1,2,0,90,1,1358.2787152227,0
144,18,f,25,1,4,1,2,0,65,1,1474.12908096157,1
144,18,f,25,3,2,2,1,0,65,1,798.137314355699,1
144,18,f,25,2,4,2,1,0,90,1,950.516639593843,1
144,18,f,25,1,4,1,2,0,90,1,1051.10462257653,0
144,18,f,26,1,4,1,2,0,77,1,867.942747801862,1
144,18,f,26,4,2,2,1,0,90,1,1067.0872309056,1
144,18,f,26,2,4,2,1,0,77,1,1068.17421007145,1
144,18,f,26,4,2,2,1,0,65,1,812.265024898807,1
144,18,f,26,3,1,1,2,0,77,1,1216.1730183434,1
144,18,f,26,4,1,1,2,0,77,1,1071.64976631975,1
144,18,f,26,4,2,2,1,0,75,1,1647.22832387997,1
144,18,f,26,3,1,1,2,0,90,1,1741.56489380039,1
144,18,f,27,4,2,2,1,0,65,1,1061.03655129846,0
144,18,f,27,2,3,2,1,0,65,1,823.898509170249,1
144,18,f,27,1,3,1,2,0,75,1,1442.05670584051,1
144,18,f,27,3,2,2,1,0,90,1,1161.40478397574,1
144,18,f,27,2,4,2,1,0,65,1,821.185438162502,1
144,18,f,27,4,2,2,1,0,77,1,1150.3134309387,1
144,18,f,27,4,2,2,1,0,77,1,858.029232222179,1
144,18,f,27,1,3,1,2,0,90,1,1220.8973479319,1
144,18,f,28,4,1,1,2,0,75,1,880.947558463959,1
144,18,f,28,4,1,1,2,0,65,1,1423.05645500164,1
144,18,f,28,2,3,2,1,0,65,1,1143.13834217319,1
144,18,f,28,1,4,1,2,0,75,1,1206.59727829479,1
144,18,f,28,2,4,2,1,0,65,1,734.546165826032,0
144,18,f,28,4,1,1,2,0,65,1,1147.99186561504,1
144,18,f,28,1,3,1,2,0,90,1,775.297168511315,0
144,18,f,28,2,4,2,1,0,77,1,1469.4615000808,1
144,18,f,29,2,4,2,1,0,75,1,894.783979114436,0
144,18,f,29,4,2,2,1,0,65,1,1229.35260293889,1
144,18,f,29,3,2,2,1,0,65,1,1032.22118954363,1
144,18,f,29,1,4,1,2,0,77,1,1276.67196623224,0
144,18,f,29,1,3,1,2,0,90,1,1150.25668223461,0
144,18,f,29,3,1,1,2,0,77,1,809.893049823586,0
144,18,f,29,2,4,2,1,0,65,1,773.957536875969,0
144,18,f,29,2,4,2,1,0,65,1,601.920219171006,0
144,18,f,30,3,2,2,1,0,75,1,1297.66777920304,0
144,18,f,30,1,3,1,2,0,75,1,848.605023285927,0
144,18,f,30,3,1,1,2,0,77,1,1095.97322668924,0
144,18,f,30,4,1,1,2,0,75,1,911.312039086624,0
144,18,f,30,1,4,1,2,0,65,1,753.149477593979,0
144,18,f,30,4,1,1,2,0,77,1,1138.57822159844,0
144,18,f,30,1,4,1,2,0,90,1,1007.55723695329,0
144,18,f,30,2,4,2,1,0,75,1,1300.8589882229,0
144,18,f,31,1,3,1,2,0,90,1,1019.76183051738,0
144,18,f,31,2,3,2,1,0,77,1,879.489599741646,0
144,18,f,31,3,1,1,2,0,65,1,1260.39655873683,0
144,18,f,31,1,3,1,2,0,75,1,933.88413786306,0
144,18,f,31,1,4,1,2,0,77,1,755.93589932032,0
144,18,f,31,1,3,1,2,0,90,1,938.595185838494,1
144,18,f,31,3,1,1,2,0,77,1,963.965176822967,0
144,18,f,31,3,1,1,2,0,77,1,921.725426225748,1
144,18,f,32,4,1,1,2,0,77,1,1061.5759658358,1
144,18,f,32,1,3,1,2,0,75,1,886.352570643794,1
144,18,f,32,4,2,2,1,0,90,1,1544.77185964424,1
144,18,f,32,4,1,1,2,0,65,1,1134.16993399369,0
144,18,f,32,2,4,2,1,0,90,1,1074.680992293,1
144,18,f,32,1,4,1,2,0,75,1,687.93374649249,0
144,18,f,32,4,1,1,2,0,65,1,1040.29882418399,1
144,18,f,32,1,4,1,2,0,65,1,857.756355475431,1
144,18,f,33,1,4,1,2,0,75,1,635.422178660519,1
144,18,f,33,4,2,2,1,0,90,1,1046.77451536554,1
144,18,f,33,2,3,2,1,0,65,1,626.287750339543,1
144,18,f,33,2,4,2,1,0,77,1,1006.47206892245,1
144,18,f,33,2,4,2,1,0,75,1,627.197842582973,1
144,18,f,33,1,3,1,2,0,90,1,916.460172822553,1
144,18,f,33,4,2,2,1,0,65,1,926.57261072236,1
144,18,f,33,4,2,2,1,0,77,1,1085.61839937829,1
144,18,f,34,2,4,2,1,0,77,1,848.095794226538,1
144,18,f,34,2,3,2,1,0,90,1,842.676293017576,1
144,18,f,34,3,2,2,1,0,65,1,1014.11744747747,1
144,18,f,34,2,3,2,1,0,77,1,645.919481437886,1
144,18,f,34,4,1,1,2,0,90,1,1170.51627133333,1
144,18,f,34,1,4,1,2,0,65,0,993.084204514162,1
144,18,f,34,4,1,1,2,0,77,1,937.549560789193,1
144,18,f,34,4,1,1,2,0,90,1,991.033101094217,0
144,18,f,35,4,2,2,1,0,75,1,2612.51049322891,1
144,18,f,35,3,1,1,2,0,90,1,1489.96347858701,1
144,18,f,35,1,3,1,2,0,65,1,1025.40742098063,1
144,18,f,35,2,3,2,1,0,77,1,998.616599415982,1
144,18,f,35,2,3,2,1,0,90,1,1182.92190019929,1
144,18,f,35,3,1,1,2,0,77,1,1259.36723384439,1
144,18,f,35,2,4,2,1,0,90,1,728.988113260129,0
144,18,f,35,2,4,2,1,0,75,1,674.365071052307,0
144,18,f,36,4,1,1,2,0,65,1,1535.51970794797,1
144,18,f,36,2,3,2,1,0,65,1,689.927497493045,1
144,18,f,36,3,2,2,1,0,65,1,672.448896737478,1
144,18,f,36,3,2,2,1,0,90,1,1043.58662674713,0
144,18,f,36,1,4,1,2,0,75,1,1040.10171299524,1
144,18,f,36,2,4,2,1,0,65,1,1324.58598349331,1
144,18,f,36,3,2,2,1,0,90,1,1355.50255655835,1
144,18,f,36,4,1,1,2,0,77,1,1222.23879069861,1
144,18,f,37,1,4,1,2,0,77,1,841.319757513702,1
144,18,f,37,3,1,1,2,0,75,1,1034.87117289842,1
144,18,f,37,4,1,1,2,0,75,1,2268.30666395836,1
144,18,f,37,2,3,2,1,0,90,1,1073.09202858596,1
144,18,f,37,4,2,2,1,0,90,1,1182.42414162523,1
144,18,f,37,4,2,2,1,0,90,1,1264.02998505,1
144,18,f,37,3,2,2,1,0,90,1,1393.50336009738,1
144,18,f,37,3,1,1,2,0,90,1,1267.29786519354,0
144,18,f,38,4,2,2,1,0,90,1,827.830168032961,0
144,18,f,38,2,4,2,1,0,65,1,672.113234191784,1
144,18,f,38,3,2,2,1,0,77,1,750.348264984495,1
144,18,f,38,2,3,2,1,0,75,1,815.126910325489,1
144,18,f,38,2,3,2,1,0,77,1,1107.25655938222,1
144,18,f,38,4,1,1,2,0,65,1,1239.86680958478,1
144,18,f,38,3,1,1,2,0,65,1,1139.82246711385,0
144,18,f,38,2,3,2,1,0,90,1,1275.21551678728,1
144,18,f,39,1,4,1,2,0,90,1,1365.36536053245,1
144,18,f,39,2,4,2,1,0,90,1,1210.18089856807,0
144,18,f,39,1,3,1,2,0,75,1,1202.17691650032,0
144,18,f,39,2,4,2,1,0,77,1,893.064915988361,0
144,18,f,39,2,4,2,1,0,65,1,770.719540360005,0
144,18,f,39,2,4,2,1,0,75,1,740.864288796729,0
144,18,f,39,3,1,1,2,0,77,1,968.435042806959,1
144,18,f,39,2,3,2,1,0,90,1,929.448985178169,1
144,18,f,40,2,3,2,1,0,65,1,1897.60873640262,1
144,18,f,40,2,3,2,1,0,90,1,1525.88238952012,1
144,18,f,40,2,3,2,1,0,75,1,1228.88925580992,1
144,18,f,40,3,1,1,2,0,77,1,1208.93967160009,1
144,18,f,40,4,2,2,1,0,75,1,1371.16067097304,0
144,18,f,40,3,1,1,2,0,65,1,929.378351156629,0
144,18,f,40,2,3,2,1,0,65,1,1252.48917020508,0
144,18,f,40,2,4,2,1,0,65,1,814.511126518482,0
144,18,f,41,2,3,2,1,0,65,1,517.331144685159,1
144,18,f,41,2,4,2,1,0,65,1,484.047124362405,0
144,18,f,41,1,4,1,2,1,75,0,717.15963078168,0
144,18,f,41,3,2,1,2,1,90,0,1070.96002808248,0
144,18,f,41,4,1,1,2,0,75,0,1673.90172392334,1
144,18,f,41,4,2,2,1,0,9999,9999,9999,1
144,18,f,41,1,4,1,2,0,77,1,998.347344931972,1
144,18,f,41,3,2,1,2,1,65,0,1090.79188892065,1
144,18,f,42,4,2,2,1,1,77,0,1438.18028640453,1
144,18,f,42,1,3,1,1,1,75,1,1418.42841709149,1
144,18,f,42,4,2,2,1,0,65,0,1508.49253407432,1
144,18,f,42,4,1,1,2,0,90,0,2222.18777723538,0
144,18,f,42,4,2,2,1,1,75,0,1325.82721046128,0
144,18,f,42,4,1,2,1,1,90,0,1420.42156438765,0
144,18,f,42,1,3,1,2,0,90,0,1077.13295888971,0
144,18,f,42,3,1,1,2,1,77,0,789.237427219632,1
144,18,f,43,1,3,1,2,0,65,0,1056.63520635426,1
144,18,f,43,3,1,1,2,0,65,1,1381.28820161364,1
144,18,f,43,2,3,2,1,0,75,1,1961.41691854064,1
144,18,f,43,3,2,1,2,1,90,0,1289.03141131377,1
144,18,f,43,1,4,1,2,0,65,0,1657.42045144725,1
144,18,f,43,3,1,1,2,1,90,0,1223.40908178739,0
144,18,f,43,1,3,1,2,0,65,0,1570.32990617518,1
144,18,f,43,3,2,2,1,0,77,0,1532.28805038452,1
144,18,f,44,3,1,1,2,0,90,1,1625.29525173159,1
144,18,f,44,2,3,2,1,1,75,0,1118.27878766417,0
144,18,f,44,2,4,2,2,1,75,1,1550.36915333767,1
144,18,f,44,3,1,1,2,1,65,1,1412.0616955006,1
144,18,f,44,3,1,1,2,0,65,0,955.726955424325,1
144,18,f,44,3,1,1,2,0,77,0,1430.36979327007,1
144,18,f,44,2,4,2,1,0,77,0,1046.38421709751,1
144,18,f,44,1,3,1,1,1,90,1,1769.91358802479,0
144,18,f,45,4,2,2,1,1,77,0,1169.94395461734,1
144,18,f,45,4,1,2,1,1,65,1,1345.91293118865,1
144,18,f,45,4,2,2,1,0,77,0,1052.25016156692,1
144,18,f,45,4,1,1,2,0,90,0,1654.63402972091,1
144,18,f,45,3,1,1,2,1,90,0,933.264429942938,1
144,18,f,45,3,2,2,1,0,77,0,1016.79278663869,1
144,18,f,45,2,4,2,2,1,77,0,716.746995261929,1
144,18,f,45,2,4,2,2,1,90,0,1159.90879154924,1
144,18,f,46,4,1,2,1,1,65,1,1647.54557328342,1
144,18,f,46,4,2,2,1,0,77,1,1549.91063588386,1
144,18,f,46,3,2,1,2,1,77,0,911.61298832958,1
144,18,f,46,2,3,2,1,1,65,0,1118.3916813643,1
144,18,f,46,2,3,2,1,0,90,0,1219.50157130414,1
144,18,f,46,2,3,2,1,1,90,0,1301.44700138771,1
144,18,f,46,2,4,2,2,1,65,0,740.167909756565,1
144,18,f,46,2,4,2,1,0,77,0,1387.64616941626,1
144,18,f,47,1,4,1,2,1,75,1,1248.8379344577,1
144,18,f,47,4,1,2,1,1,65,1,1169.72148762216,0
144,18,f,47,1,3,1,2,0,90,1,1150.77889105305,1
144,18,f,47,2,3,2,1,0,65,1,1103.34331366175,1
144,18,f,47,2,4,2,1,0,65,1,1070.15045349181,1
144,18,f,47,3,2,1,2,1,77,1,2217.20023025409,0
144,18,f,47,4,2,2,1,1,77,0,1296.07972106169,1
144,18,f,47,1,3,1,1,1,77,0,973.687920166412,1
144,18,f,48,1,4,1,2,0,65,1,1581.68900442615,1
144,18,f,48,1,3,1,1,1,77,0,1358.76741815446,1
144,18,f,48,1,3,1,2,0,90,1,1863.41220900067,1
144,18,f,48,1,4,1,2,0,90,1,1454.67816089513,1
144,18,f,48,1,3,1,1,1,77,0,1861.07343795447,1
144,18,f,48,2,3,2,1,1,65,1,2075.61432735747,1
144,18,f,48,1,4,1,2,1,65,1,1409.6052010791,1
144,18,f,48,4,1,1,2,0,65,1,1533.23949673722,1
144,18,f,49,2,3,2,1,1,65,1,1163.64032067941,1
144,18,f,49,2,3,2,1,0,65,1,1520.40191363994,1
144,18,f,49,3,2,2,1,0,65,1,1197.40338457632,1
144,18,f,49,1,4,1,2,1,90,1,1428.82610778543,1
144,18,f,49,3,2,2,1,0,75,1,913.976813324553,1
144,18,f,49,1,4,1,2,1,77,1,997.703186771105,1
144,18,f,49,2,4,2,2,1,77,0,1308.10712585662,1
144,18,f,49,3,1,1,2,1,65,1,1687.94642439389,1
144,18,f,50,1,4,1,2,0,77,1,1317.74112388302,1
144,18,f,50,4,2,2,1,1,90,1,1369.49352687589,1
144,18,f,50,2,4,2,1,0,65,0,1885.54510903123,1
144,18,f,50,3,2,2,1,0,75,1,1159.76812721055,1
144,18,f,50,4,1,2,1,1,75,1,1073.55507386092,1
144,18,f,50,3,1,1,2,0,90,1,1154.61606936151,1
144,18,f,50,4,2,2,1,0,90,1,1138.47710023765,1
144,18,f,50,4,1,1,2,0,65,1,1454.86953684303,1
144,18,f,51,3,1,1,2,0,75,1,833.598311546666,1
144,18,f,51,4,2,2,1,0,75,1,1616.96647389181,1
144,18,f,51,4,2,2,1,1,90,1,1236.05860933822,1
144,18,f,51,3,1,1,2,1,77,1,1141.50198726202,1
144,18,f,51,1,4,1,2,0,75,0,1341.93991821303,1
144,18,f,51,4,2,2,1,1,77,1,1362.29942125283,1
144,18,f,51,1,3,1,1,1,75,1,989.621024309599,1
144,18,f,51,4,2,2,1,0,77,1,1008.18298196828,1
144,18,f,52,4,1,2,1,1,75,1,895.786740788026,1
144,18,f,52,2,4,2,2,1,75,1,895.99079463369,1
144,18,f,52,2,3,2,1,1,77,1,822.424250291078,1
144,18,f,52,1,3,1,2,0,90,0,1133.63202873006,1
144,18,f,52,3,1,1,2,0,75,1,989.928916213103,1
144,18,f,52,3,1,1,2,1,77,1,974.572656603414,1
144,18,f,52,3,1,1,2,1,75,1,1318.25820116865,1
144,18,f,52,3,2,2,1,0,65,1,1270.01727515017,1
144,18,f,53,4,2,2,1,1,90,1,1523.02020223578,1
144,18,f,53,1,3,1,1,1,77,1,830.036726671096,1
144,18,f,53,4,1,1,2,0,77,1,1498.16034588002,1
144,18,f,53,2,4,2,2,1,75,1,1042.5515666102,1
144,18,f,53,3,2,1,2,1,75,1,1172.04848633628,1
144,18,f,53,2,3,2,1,0,75,1,1451.08880538464,1
144,18,f,53,3,2,1,2,1,77,1,776.701397073339,1
144,18,f,53,1,3,1,2,0,65,1,706.986218217935,1
144,18,f,54,4,1,2,1,1,77,1,1287.79923998809,1
144,18,f,54,3,1,1,2,0,90,1,1035.20683544411,1
144,18,f,54,3,1,1,2,1,75,1,715.570667078282,1
144,18,f,54,1,4,1,2,0,75,1,1165.54955233369,1
144,18,f,54,1,4,1,2,1,90,1,1127.27617390556,1
144,18,f,54,4,2,2,1,0,65,1,1777.26797854848,1
144,18,f,54,4,2,2,1,1,65,1,1485.34177963302,1
144,18,f,54,2,3,2,1,0,65,1,1039.66070312526,1
144,18,f,55,4,1,1,2,0,75,0,987.123779486865,1
144,18,f,55,3,1,1,2,0,77,1,945.513698021387,1
144,18,f,55,1,3,1,1,1,75,1,1017.01132951712,1
144,18,f,55,2,3,2,1,1,65,1,918.013819515181,1
144,18,f,55,1,3,1,2,0,90,1,957.164086161356,1
144,18,f,55,2,4,2,2,1,77,1,1065.97670707197,1
144,18,f,55,4,1,1,2,0,90,1,1124.81575537095,1
144,18,f,55,3,1,1,2,1,90,1,1018.93414463848,1
144,18,f,56,4,1,2,1,1,65,1,915.000402976148,1
144,18,f,56,2,4,2,2,1,65,1,1278.77227197678,1
144,18,f,56,2,4,2,1,0,75,1,1251.88878099289,1
144,18,f,56,1,4,1,2,1,77,1,1298.67235200072,1
144,18,f,56,1,4,1,2,1,75,1,1123.72364467956,1
144,18,f,56,2,4,2,1,0,65,1,1093.77149771899,1
144,18,f,56,1,3,1,2,0,75,1,1143.2119947458,1
144,18,f,56,4,2,2,1,0,75,1,870.65823364901,1
144,18,f,57,3,2,1,2,1,77,1,879.484770066483,1
144,18,f,57,3,2,2,1,0,90,1,1123.22981021498,0
144,18,f,57,1,3,1,1,1,90,0,1085.38204706201,0
144,18,f,57,1,4,1,2,0,75,1,708.60325441754,1
144,18,f,57,1,3,1,2,0,90,1,835.165541702736,1
144,18,f,57,1,4,1,2,1,77,1,884.366969719849,1
144,18,f,57,4,2,2,1,0,77,1,968.829265184468,1
144,18,f,57,3,1,1,2,0,65,1,1479.55582668874,1
144,18,f,58,4,1,2,1,1,65,1,899.610335629404,1
144,18,f,58,2,3,2,1,0,77,1,700.147999410547,1
144,18,f,58,2,4,2,1,0,90,1,853.650526387355,1
144,18,f,58,1,4,1,2,1,77,1,945.139398059837,1
144,18,f,58,4,1,1,2,0,75,1,1515.52816592084,1
144,18,f,58,3,2,1,2,1,65,1,605.26265745284,1
144,18,f,58,4,1,2,1,1,75,1,807.099081728666,1
144,18,f,58,2,4,2,1,0,90,1,971.888261803542,1
144,18,f,59,3,2,1,2,1,90,1,1278.08706156429,1
144,18,f,59,2,3,2,1,0,77,1,967.831635047332,1
144,18,f,59,4,1,1,2,0,65,1,1186.87529260933,1
144,18,f,59,2,3,2,1,0,90,1,722.991163806,1
144,18,f,59,1,3,1,1,1,75,1,972.840010010259,1
144,18,f,59,2,4,2,1,0,75,1,773.978666715266,1
144,18,f,59,3,2,2,1,0,65,1,947.304904446355,1
144,18,f,59,2,4,2,2,1,75,0,872.698470288015,1
144,18,f,60,3,2,2,1,0,90,1,1318.73362249098,1
144,18,f,60,2,3,2,1,1,77,1,923.535951358645,0
144,18,f,60,1,4,1,2,0,65,1,935.68711662374,1
144,18,f,60,3,2,2,1,0,77,1,1118.20060727041,1
144,18,f,60,4,2,2,1,1,75,0,1068.21526232307,1
144,18,f,60,2,3,2,1,1,65,1,856.325865544932,1
144,18,f,60,1,4,1,2,0,65,1,1106.12641498301,1
144,18,f,60,2,3,2,1,1,90,1,882.812417461537,1
145,19,M,1,3,1,1,2,0,65,0,328.221849660622,0
145,19,M,1,4,2,2,1,0,75,0,1561.45281245335,0
145,19,M,1,3,1,1,2,0,77,0,2635.28970339758,0
145,19,M,1,2,4,2,1,0,9999,9999,9999,0
145,19,M,1,1,4,1,2,0,77,1,890.529829430307,0
145,19,M,1,3,1,1,2,0,65,1,1025.73712524827,0
145,19,M,1,3,1,1,2,0,90,1,893.574382047518,0
145,19,M,1,2,4,2,1,0,65,1,1386.56279487986,0
145,19,M,2,2,3,2,1,0,65,1,755.567341482674,0
145,19,M,2,4,2,2,1,0,65,1,856.050859667448,0
145,19,M,2,1,3,1,2,0,77,0,900.031755594682,0
145,19,M,2,3,1,1,2,0,77,1,1164.77109105836,0
145,19,M,2,2,3,2,1,0,65,0,847.395346896519,0
145,19,M,2,4,2,2,1,0,77,1,881.74149858969,0
145,19,M,2,3,2,2,1,0,75,1,924.651699679089,0
145,19,M,2,2,3,2,1,0,75,1,879.116832216823,0
145,19,M,3,4,2,2,1,0,90,1,979.063644612324,0
145,19,M,3,2,4,2,1,0,75,0,838.4841593288,0
145,19,M,3,4,1,1,2,0,90,1,883.480509852234,0
145,19,M,3,3,1,1,2,0,65,1,824.943356106814,0
145,19,M,3,2,4,2,1,0,77,1,774.799399419862,0
145,19,M,3,2,4,2,1,0,90,1,848.483851434139,0
145,19,M,3,1,3,1,2,0,90,1,1025.27316755004,0
145,19,M,3,3,2,2,1,0,77,1,784.074629271345,0
145,19,M,4,4,1,1,2,0,90,1,1153.02303004864,0
145,19,M,4,1,4,1,2,0,75,1,852.047903859784,0
145,19,M,4,3,2,2,1,0,65,1,755.344569341105,0
145,19,M,4,4,1,1,2,0,75,1,780.167966571753,0
