Subj,Age,Sex,Block,Cue_L,Cue_R,Out_C,Out_I,Norm_Rev,Resp_Key,Acc,RT,FixReps
123,25,M,29,3,1,1,2,0,75,1,1053.61789319795,0
123,25,M,29,3,1,1,2,0,65,1,781.095335321879,0
123,25,M,29,3,2,2,1,0,65,1,789.983856615436,0
123,25,M,29,4,1,1,2,0,77,1,1117.04980542345,0
123,25,M,29,3,1,1,2,0,65,1,815.162164348294,0
123,25,M,29,1,3,1,2,0,90,1,1209.38344826209,0
123,25,M,29,2,4,2,1,0,75,1,1635.90418049716,0
123,25,M,30,4,2,2,1,0,77,1,1095.97586582095,0
123,25,M,30,4,1,1,2,0,65,1,1011.82892358702,0
123,25,M,30,2,4,2,1,0,65,1,769.642829112854,0
123,25,M,30,3,2,2,1,0,75,1,1010.14938366279,0
123,25,M,30,1,3,1,2,0,90,1,872.291273997689,0
123,25,M,30,3,1,1,2,0,77,1,1007.7803992499,0
123,25,M,30,2,3,2,1,0,77,1,810.183614405105,0
123,25,M,30,4,2,2,1,0,65,1,788.335106248269,0
123,25,M,31,2,3,2,1,0,77,1,1489.59252743589,0
123,25,M,31,1,3,1,2,0,77,1,1105.21544838775,0
123,25,M,31,3,2,2,1,0,77,1,873.813243855693,0
123,25,M,31,1,3,1,2,0,75,1,912.930163256533,0
123,25,M,31,2,3,2,1,0,77,1,819.405387326697,0
123,25,M,31,3,1,1,2,0,77,1,797.662529595982,0
123,25,M,31,3,2,2,1,0,77,1,783.437756203057,0
123,25,M,31,1,3,1,2,0,77,1,1005.65712754178,0
123,25,M,32,3,1,1,2,0,75,1,1177.85373875813,0
123,25,M,32,2,3,2,1,0,75,1,847.750792981969,0
123,25,M,32,2,3,2,1,0,90,1,921.753181286476,0
123,25,M,32,4,1,1,2,0,90,1,1332.76684580778,0
123,25,M,32,1,3,1,2,0,65,1,794.464340262493,0
123,25,M,32,3,1,1,2,0,75,1,806.817893681,0
123,25,M,32,3,2,2,1,0,65,1,995.143400832603,0
123,25,M,32,4,2,2,1,0,75,1,987.120005604083,0
123,25,M,33,3,2,2,1,0,90,1,1144.42986803988,0
123,25,M,33,2,4,2,1,0,75,1,911.149802643195,0
123,25,M,33,2,3,2,1,0,90,1,945.640440808347,0
123,25,M,33,1,3,1,2,0,75,1,905.793024172453,0
123,25,M,33,4,2,2,1,0,65,1,1010.59583218012,0
123,25,M,33,1,3,1,2,0,65,1,969.048349259538,0
123,25,M,33,3,1,1,2,0,65,1,883.856977096002,0
123,25,M,33,1,4,1,2,0,77,1,1040.11939102202,0
123,25,M,34,3,2,2,1,0,75,1,1563.79353854209,0
123,25,M,34,1,4,1,2,0,90,1,1025.01530421796,0
123,25,M,34,4,2,2,1,0,75,1,1131.15142060633,0
123,25,M,34,2,3,2,1,0,65,1,736.968170847831,0
123,25,M,34,4,1,1,2,0,65,1,1102.52800340095,0
123,25,M,34,3,1,1,2,0,77,1,1048.78272597489,0
123,25,M,34,3,1,1,2,0,77,1,966.434557711182,0
123,25,M,34,2,4,2,1,0,65,1,1006.92704566245,0
123,25,M,35,1,4,1,2,0,90,1,968.381845996191,0
123,25,M,35,2,3,2,1,0,90,1,885.333970054489,0
123,25,M,35,2,4,2,1,0,65,1,781.946575902111,0
123,25,M,35,1,4,1,2,0,90,1,880.992643109494,0
123,25,M,35,2,3,2,1,0,75,1,996.025732820272,0
123,25,M,35,3,2,2,1,0,65,1,806.907545611466,0
123,25,M,35,3,1,1,2,0,90,1,879.087313136552,0
123,25,M,35,4,1,1,2,0,90,1,883.618810847111,0
123,25,M,36,4,2,2,1,0,90,1,921.26869861749606,0
123,25,M,36,4,2,2,1,0,65,1,776.551159560768,0
123,25,M,36,4,2,2,1,0,90,1,866.865369964216,0
123,25,M,36,3,2,2,1,0,77,1,1132.71625434936,0
123,25,M,36,1,4,1,2,0,65,1,1071.06017485785,0
123,25,M,36,2,4,2,1,0,75,1,1398.29606992498,0
123,25,M,36,3,2,2,1,0,75,1,1332.22380261577,0
123,25,M,36,2,4,2,1,0,90,1,1154.74768867352,0
123,25,M,37,4,1,1,2,0,65,1,916.835606727545,0
123,25,M,37,2,4,2,1,0,75,1,1148.33168921177,0
123,25,M,37,1,3,1,2,0,65,1,910.446472666081,0
123,25,M,37,1,4,1,2,0,77,1,1736.42180721436,0
123,25,M,37,4,2,2,1,0,75,1,997.113630353851,0
123,25,M,37,4,2,2,1,0,90,1,1014.51063326022,0
123,25,M,37,3,1,1,2,0,75,1,1111.8158833051,0
123,25,M,37,2,4,2,1,0,75,1,1182.0631535993,0
123,25,M,38,1,4,1,2,0,65,1,772.777628189942,0
123,25,M,38,1,3,1,2,0,77,1,1181.32752477322,0
123,25,M,38,2,4,2,1,0,90,1,1036.34042620251,0
123,25,M,38,3,2,2,1,0,75,1,1009.20335956107,0
123,25,M,38,1,4,1,2,0,65,1,1141.52297202236,0
123,25,M,38,1,3,1,2,0,77,1,914.756104481057,0
123,25,M,38,2,4,2,1,0,75,1,1189.76597525034,0
123,25,M,38,2,3,2,1,0,77,1,1148.01896395147,0
123,25,M,39,2,3,2,1,0,65,1,741.398546007986,0
123,25,M,39,1,4,1,2,0,77,1,1023.79217414273,0
123,25,M,39,3,1,1,2,0,77,1,898.496805733885,0
123,25,M,39,3,2,2,1,0,77,1,819.386068393214,0
123,25,M,39,3,1,1,2,0,65,1,879.316423630371,0
123,25,M,39,3,2,2,1,0,65,1,748.628053752327,0
123,25,M,39,4,1,1,2,0,65,1,807.197329639166,0
123,25,M,39,1,4,1,2,0,90,1,1201.45785513887,0
123,25,M,40,4,1,1,2,0,75,1,1291.27430110748,0
123,25,M,40,4,1,1,2,0,75,1,1153.77630846342,0
123,25,M,40,1,4,1,2,0,65,1,1126.26161701701,0
123,25,M,40,3,1,1,2,0,90,1,948.841346867994,0
123,25,M,40,1,3,1,2,0,65,1,1012.2343193616,0
123,25,M,40,4,2,2,1,0,75,1,987.004997565236,0
123,25,M,40,4,1,1,2,0,65,0,947.313037984713,0
123,25,M,40,3,2,2,1,0,65,1,992.808526410954,0
123,25,M,41,2,4,2,1,0,90,1,1357.65355836338,0
123,25,M,41,2,4,2,1,0,75,1,1202.24178130593,0
123,25,M,41,1,4,1,2,1,90,1,1200.54775218159,0
123,25,M,41,4,1,2,1,1,77,1,1524.63405711023,0
123,25,M,41,2,3,2,1,0,90,1,995.041976424545,0
123,25,M,41,2,3,2,1,1,90,1,794.815401535743,0
123,25,M,41,2,4,2,1,0,65,1,797.204308608343,0
123,25,M,41,3,2,1,2,1,90,1,1478.39267667223,0
123,25,M,42,1,4,1,2,0,77,1,1042.17474459801,0
123,25,M,42,4,2,2,1,0,65,1,930.154503184895,0
123,25,M,42,4,2,2,1,1,77,1,1413.77536666914,0
123,25,M,42,4,1,2,1,1,75,1,2011.34021489997,0
123,25,M,42,3,1,1,2,0,65,1,1116.20580944509,0
123,25,M,42,2,3,2,1,0,75,1,1285.71286266742,0
123,25,M,42,3,2,1,2,1,77,1,1303.41353508629,0
123,25,M,42,1,4,1,2,0,65,1,839.278836225276,0
123,25,M,43,1,3,1,1,1,75,1,1200.86168487978,0
123,25,M,43,1,3,1,2,0,90,1,1110.78081098458,0
123,25,M,43,1,4,1,2,1,65,1,1103.51145793902,0
123,25,M,43,3,1,1,2,0,77,1,1718.68310064019,0
123,25,M,43,3,1,1,2,1,75,1,1084.15539427006,0
123,25,M,43,1,3,1,1,1,75,1,988.830938789761,0
123,25,M,43,4,2,2,1,0,90,1,1350.98943133562,0
123,25,M,43,2,3,2,1,0,65,1,735.106006617571,0
123,25,M,44,3,2,1,2,1,90,1,1633.81532063795,0
123,25,M,44,2,4,2,2,1,90,1,1550.1299198404,0
123,25,M,44,1,3,1,2,0,75,1,1227.63229546399,0
123,25,M,44,2,3,2,1,1,75,1,1057.6715491261,0
123,25,M,44,3,1,1,2,0,75,1,1364.88004752391,0
123,25,M,44,2,4,2,2,1,75,1,1581.94156505124,0
123,25,M,44,4,2,2,1,1,65,1,1466.38022320622,0
123,25,M,44,4,1,1,2,0,77,1,1662.05658516265,0
123,25,M,45,1,4,1,2,0,75,1,1239.88925420417,0
123,25,M,45,3,2,2,1,0,90,1,1255.34077997872,0
123,25,M,45,3,1,1,2,1,77,1,1087.19058008501,0
123,25,M,45,3,2,2,1,0,90,1,1276.30725800555,0
123,25,M,45,4,1,2,1,1,75,1,990.174812213809,0
123,25,M,45,1,4,1,2,0,90,1,1350.12038111381,0
123,25,M,45,3,2,2,1,0,90,1,1188.45500439056,0
123,25,M,45,3,1,1,2,1,75,1,920.549370141089,0
123,25,M,46,3,2,2,1,0,65,1,906.697089965746,0
123,25,M,46,1,4,1,2,1,75,1,1308.53244916943,0
123,25,M,46,2,3,2,1,1,90,1,1472.33136079012,0
123,25,M,46,1,3,1,2,0,77,1,1522.36045993413,0
123,25,M,46,3,2,1,2,1,77,0,1117.08723585616,0
123,25,M,46,4,1,2,1,1,65,1,889.720575753017,0
123,25,M,46,2,3,2,1,0,75,1,1469.23187913853,0
123,25,M,46,3,1,1,2,1,75,1,1591.26687539174,0
123,25,M,47,4,2,2,1,1,77,1,1462.01686060158,0
123,25,M,47,2,3,2,1,0,90,1,886.869825390022,0
123,25,M,47,4,1,1,2,0,75,1,1455.73881041128,0
123,25,M,47,1,3,1,2,0,75,1,997.783454055025,0
123,25,M,47,2,4,2,2,1,75,1,1392.66641149516,0
123,25,M,47,1,4,1,2,0,75,1,850.112834654283,0
123,25,M,47,1,4,1,2,1,77,1,1325.00003018504,0
123,25,M,47,4,1,1,2,0,77,1,1415.72084380095,0
123,25,M,48,2,4,2,1,0,77,1,902.499749459821,0
123,25,M,48,3,1,1,2,1,90,1,1005.67372974911,0
123,25,M,48,1,3,1,2,0,90,1,961.154451262701,0
123,25,M,48,4,2,2,1,1,77,1,1430.8819818325,0
123,25,M,48,1,3,1,1,1,65,1,1130.39103939445,0
123,25,M,48,4,2,2,1,1,90,1,1328.01136919443,0
123,25,M,48,4,2,2,1,0,75,1,1255.12012151739,0
123,25,M,48,1,3,1,1,1,65,1,894.49144714672,0
123,25,M,49,4,1,1,2,0,65,1,1197.29251161698,0
123,25,M,49,2,3,2,1,1,65,0,885.882446695177,0
123,25,M,49,3,2,2,1,0,90,1,1550.03332516571,0
123,25,M,49,3,2,1,2,1,90,1,812.530261300708,0
123,25,M,49,1,3,1,1,1,75,1,1320.6580995211,0
123,25,M,49,4,1,1,2,0,77,1,1244.07029436043,0
123,25,M,49,2,4,2,2,1,90,1,1467.95381084303,0
123,25,M,49,3,1,1,2,0,65,1,1094.3307377529,0
123,25,M,50,2,3,2,1,1,77,1,1403.08565653322,0
123,25,M,50,4,2,2,1,0,75,1,1380.63524280733,0
123,25,M,50,4,2,2,1,0,77,1,1044.07886714034,0
123,25,M,50,2,4,2,2,1,65,1,1292.16417955467,0
123,25,M,50,1,4,1,2,1,75,1,1726.35845317927,0
123,25,M,50,3,1,1,2,0,77,1,1040.46682999251,0
123,25,M,50,2,4,2,1,0,65,1,827.951299379492,0
123,25,M,50,4,1,2,1,1,77,1,1528.0888260495,0
123,25,M,51,4,2,2,1,1,65,1,1389.25088414544,0
123,25,M,51,1,4,1,2,0,75,1,1042.98372500489,0
123,25,M,51,4,2,2,1,1,90,1,1510.37638115304,0
123,25,M,51,4,2,2,1,1,65,1,1231.77167916583,0
123,25,M,51,2,4,2,1,0,77,1,1376.91091435408,0
123,25,M,51,4,2,2,1,1,65,1,1256.29133195616,0
123,25,M,51,2,4,2,1,0,77,1,1717.13154866666,0
123,25,M,51,2,4,2,2,1,90,1,1349.15956595069,0
123,25,M,52,3,1,1,2,1,65,1,808.20885700814,0
123,25,M,52,3,1,1,2,0,75,1,1399.46395992229,0
123,25,M,52,1,3,1,1,1,77,1,1086.47215718884,0
123,25,M,52,1,4,1,2,0,65,1,1098.83084219837,0
123,25,M,52,2,3,2,1,0,65,1,812.878303990146,0
123,25,M,52,2,4,2,2,1,90,1,1397.6872216117,0
123,25,M,52,2,4,2,1,0,65,1,871.860823976021,0
123,25,M,52,4,2,2,1,1,90,1,817.994199489476,0
123,25,M,53,2,3,2,1,0,77,1,1289.89148795517,0
123,25,M,53,2,4,2,1,0,65,1,798.615798299579,0
123,25,M,53,4,1,2,1,1,90,1,893.550554632384,0
123,25,M,53,4,1,2,1,1,77,1,1065.44289262092,0
123,25,M,53,1,4,1,2,1,65,1,1735.15671882342,0
123,25,M,53,3,2,2,1,0,77,1,1272.8189827867,0
123,25,M,53,2,4,2,1,0,75,1,1057.91967669575,0
123,25,M,53,1,3,1,1,1,65,1,998.456900058954,0
123,25,M,54,3,1,1,2,1,65,1,920.810175764927,0
123,25,M,54,2,4,2,2,1,75,1,1156.32852090494,0
123,25,M,54,3,1,1,2,0,75,1,923.284810607583,0
123,25,M,54,3,2,2,1,0,65,1,851.061877339816,0
123,25,M,54,3,2,1,2,1,75,1,1496.08731192711,0
123,25,M,54,3,2,2,1,0,65,1,894.710294458491,0
123,25,M,54,3,2,1,2,1,90,1,1026.31601189569,0
123,25,M,54,1,3,1,2,0,90,1,1901.43388758588,0
123,25,M,55,1,3,1,1,1,77,1,1338.1855052466599,0
123,25,M,55,4,2,2,1,0,65,1,1407.19032652851,0
123,25,M,55,2,4,2,2,1,90,1,1041.03824786944,0
123,25,M,55,3,1,1,2,1,65,1,937.894151556975,0
123,25,M,55,1,4,1,2,1,90,1,1102.60558099981,0
123,25,M,55,4,1,1,2,0,77,1,2120.74666476838,0
123,25,M,55,4,1,2,1,1,90,1,816.912942842464,0
123,25,M,55,1,3,1,1,1,65,1,789.716108247376,0
123,25,M,56,3,1,1,2,1,75,1,1148.84696143417,0
123,25,M,56,4,1,1,2,0,90,1,2760.40717070646,0
123,25,M,56,4,1,1,2,0,77,1,1188.46073969689,0
123,25,M,56,3,2,1,2,1,65,0,884.676522546215,0
123,25,M,56,4,2,2,1,0,77,1,1826.78220194794,0
123,25,M,56,2,3,2,1,0,77,1,1143.19617291767,0
123,25,M,56,2,3,2,1,1,77,1,1386.26429752185,0
123,25,M,56,4,1,1,2,0,75,1,1038.69884557207,0
123,25,M,57,1,4,1,2,0,90,1,983.167774083995,0
123,25,M,57,3,1,1,2,0,75,1,1199.97120271,0
123,25,M,57,1,4,1,2,1,65,1,1384.60618954559,0
123,25,M,57,3,2,2,1,0,75,1,1459.96543117872,0
123,25,M,57,4,1,1,2,0,77,1,1057.02708152603,0
123,25,M,57,1,4,1,2,0,90,1,1877.04675061468,0
123,25,M,57,3,1,1,2,1,77,1,1907.37113968498,0
123,25,M,57,2,3,2,1,1,90,1,1169.437022083,0
123,25,M,58,3,1,1,2,0,77,1,1493.67063389218,0
123,25,M,58,1,3,1,2,0,90,1,1016.41113350342,0
123,25,M,58,3,2,2,1,0,75,1,998.064786046598,0
123,25,M,58,2,3,2,1,1,75,1,909.40445760134,0
123,25,M,58,1,3,1,2,0,75,1,956.322302623448,0
123,25,M,58,1,4,1,2,1,77,1,1076.7855223894,0
123,25,M,58,2,3,2,1,0,65,1,952.316038459685,0
123,25,M,58,1,4,1,2,1,65,1,892.853261819255,0
123,25,M,59,2,3,2,1,0,65,0,881.64737389161,0
123,25,M,59,3,2,1,2,1,77,1,1995.27621851303,0
123,25,M,59,4,2,2,1,0,65,1,1224.51621160508,0
123,25,M,59,3,2,1,2,1,77,1,1465.28236434824,0
123,25,M,59,1,3,1,1,1,65,1,1644.7733828536,0
123,25,M,59,4,1,2,1,1,65,1,1183.13022290386,0
123,25,M,59,3,1,1,2,0,65,1,843.733360059559,0
123,25,M,59,2,3,2,1,1,77,1,1127.47508762914,0
123,25,M,60,2,3,2,1,1,90,1,941.565051081852,0
123,25,M,60,4,1,2,1,1,75,1,1385.89482288808,0
123,25,M,60,4,2,2,1,0,90,1,1298.28828197788,0
123,25,M,60,1,4,1,2,0,77,1,960.016143388202,0
123,25,M,60,2,4,2,2,1,65,1,1508.42486684996,0
123,25,M,60,4,2,2,1,0,77,1,1403.55927230121,0
123,25,M,60,1,3,1,2,0,90,1,1022.96628966724,0
123,25,M,60,1,3,1,2,0,90,1,1051.66969933634,0
124,22,f,1,1,3,1,2,0,75,1,2630.87029728558,0
124,22,f,1,3,1,1,2,0,65,0,1691.52100535575,0
124,22,f,1,3,2,2,1,0,90,1,1036.63915537982,0
124,22,f,1,4,1,1,2,0,75,0,2843.80446640353,0
124,22,f,1,4,1,1,2,0,77,1,1515.44514012494,0
124,22,f,1,1,4,1,2,0,77,1,1083.6591884472,0
124,22,f,1,1,4,1,2,0,90,1,1091.39126702212,0
124,22,f,1,3,1,1,2,0,65,1,1003.86075678034,0
124,22,f,2,2,3,2,1,0,75,0,1392.21304374223,0
124,22,f,2,1,3,1,2,0,90,1,931.233552542835,0
124,22,f,2,3,1,1,2,0,90,0,653.928282292327,0
124,22,f,2,2,4,2,1,0,77,1,2817.16373532981,0
124,22,f,2,3,1,1,2,0,75,0,1790.0825942342599,0
124,22,f,2,3,2,2,1,0,65,1,2969.40795490809,0
124,22,f,2,2,3,2,1,0,75,1,2026.97217055538,0
124,22,f,2,4,2,2,1,0,90,1,1376.08268720942,0
124,22,f,3,3,1,1,2,0,77,1,1602.00970653023,0
124,22,f,3,3,2,2,1,0,77,1,2880.93595128157,0
124,22,f,3,2,4,2,1,0,77,1,1168.54391814559,0
124,22,f,3,4,1,1,2,0,90,1,920.550213686511,0
124,22,f,3,2,4,2,1,0,65,1,1229.29906889112,0
124,22,f,3,3,1,1,2,0,77,1,1425.17406609841,0
124,22,f,3,3,2,2,1,0,9999,9999,9999,0
124,22,f,3,2,4,2,1,0,90,1,1459.45360179394,0
124,22,f,4,3,2,2,1,0,77,1,1187.61949781765,0
124,22,f,4,3,1,1,2,0,77,1,1546.83499445673,0
124,22,f,4,3,1,1,2,0,65,1,1482.46359146287,0
124,22,f,4,4,2,2,1,0,90,1,1077.99724826691,0
124,22,f,4,2,3,2,1,0,90,1,1176.69738971745,0
124,22,f,4,1,3,1,2,0,75,1,1601.42440493291,0
124,22,f,4,2,4,2,1,0,75,1,1644.69989634381,0
124,22,f,4,3,2,2,1,0,90,1,1109.27662277027,0
124,22,f,5,4,1,1,2,0,75,1,1234.83392708658,0
124,22,f,5,2,4,2,1,0,77,1,1142.24066369934,0
124,22,f,5,4,2,2,1,0,65,1,1836.28429175951,0
124,22,f,5,4,2,2,1,0,75,1,1304.32996400123,0
124,22,f,5,4,1,1,2,0,65,1,1131.06680648707,0
124,22,f,5,1,3,1,2,0,65,1,1081.65062898115,0
124,22,f,5,2,3,2,1,0,75,1,942.982750053488,0
124,22,f,5,4,1,1,2,0,90,1,1126.27391390197,0
124,22,f,6,2,4,2,1,0,65,1,1375.62748617347,0
124,22,f,6,2,3,2,1,0,77,1,1224.24989933279,0
124,22,f,6,3,2,2,1,0,90,1,937.831854531396,0
124,22,f,6,4,2,2,1,0,90,1,1021.6932874755,0
124,22,f,6,3,2,2,1,0,77,1,896.27785616176,0
124,22,f,6,2,4,2,1,0,75,1,1111.90549929961,0
124,22,f,6,2,4,2,1,0,65,1,1067.72020953576,0
124,22,f,6,2,3,2,1,0,77,1,1220.30371689107,0
124,22,f,7,2,4,2,1,0,65,1,1034.90226761278,0
124,22,f,7,1,3,1,2,0,90,1,1297.88681673745,0
124,22,f,7,1,3,1,2,0,75,1,948.964659131889,0
124,22,f,7,4,1,1,2,0,75,1,661.048495814612,0
124,22,f,7,2,4,2,1,0,65,1,1044.96317640951,0
124,22,f,7,1,3,1,2,0,75,1,1255.81754769883,0
124,22,f,7,1,3,1,2,0,77,1,2857.72100040413,0
124,22,f,7,3,2,2,1,0,77,1,1617.33380181613,0
124,22,f,8,3,1,1,2,0,90,1,1353.98792932392,0
124,22,f,8,3,2,2,1,0,77,1,1293.1624457924,0
124,22,f,8,1,4,1,2,0,90,1,1332.52495908164,0
124,22,f,8,1,4,1,2,0,90,1,1009.40165212523,0
124,22,f,8,2,3,2,1,0,77,1,1080.21378751801,0
124,22,f,8,2,3,2,1,0,65,1,1170.79154871681,0
124,22,f,8,1,4,1,2,0,77,1,897.098002849816,0
124,22,f,8,1,3,1,2,0,90,1,991.303788730875,0
124,22,f,9,1,3,1,2,0,65,1,1472.63994262175,0
124,22,f,9,4,2,2,1,0,65,1,1400.26418563866,0
124,22,f,9,2,4,2,1,0,90,1,890.298663798603,0
124,22,f,9,2,3,2,1,0,65,1,938.608231892431,0
124,22,f,9,3,2,2,1,0,90,1,842.82131668806,0
124,22,f,9,1,4,1,2,0,65,1,991.944933957711,0
124,22,f,9,3,2,2,1,0,90,1,758.627840554254,0
124,22,f,9,2,3,2,1,0,90,1,799.429610164225,0
124,22,f,10,4,1,1,2,0,65,0,928.322741154261,0
124,22,f,10,4,2,2,1,0,65,1,1099.28815976309,0
124,22,f,10,3,2,2,1,0,77,1,1093.91962501832,0
124,22,f,10,4,1,1,2,0,77,1,1319.54207017407,0
124,22,f,10,1,3,1,2,0,75,1,1409.88649556311,0
124,22,f,10,4,1,1,2,0,77,1,1254.45888731701,0
124,22,f,10,4,1,1,2,0,75,1,970.674850625073,0
124,22,f,10,2,3,2,1,0,75,1,1404.3151126134,0
124,22,f,11,4,2,2,1,0,65,1,1051.59739943701,0
124,22,f,11,4,2,2,1,0,90,1,805.313717432,0
124,22,f,11,3,2,2,1,0,65,1,708.368273331871,0
124,22,f,11,2,3,2,1,0,65,1,966.464542918402,0
124,22,f,11,4,2,2,1,0,77,1,980.76262473478,0
124,22,f,11,4,1,1,2,0,90,1,992.595738618547,0
124,22,f,11,4,1,1,2,0,77,1,1332.20499018717,0
124,22,f,11,4,2,2,1,0,90,1,916.477251113974,0
124,22,f,12,4,1,1,2,0,65,1,1248.74049979189,0
124,22,f,12,1,4,1,2,0,77,1,1202.66407310555,0
124,22,f,12,2,3,2,1,0,75,1,1186.67408028705,0
124,22,f,12,3,2,2,1,0,77,1,770.72930571012,0
124,22,f,12,4,2,2,1,0,75,1,928.708213119535,0
124,22,f,12,2,4,2,1,0,65,1,1120.85044110427,0
124,22,f,12,3,1,1,2,0,90,1,1207.83458936421,0
124,22,f,12,4,1,1,2,0,77,1,1123.46935633832,0
124,22,f,13,1,3,1,2,0,90,1,1015.15203654344,0
124,22,f,13,4,2,2,1,0,65,1,730.075144390867,0
124,22,f,13,4,1,1,2,0,65,1,1107.56116688572,0
124,22,f,13,4,1,1,2,0,77,1,882.618202849699,0
124,22,f,13,1,3,1,2,0,90,1,1062.59376446906,0
124,22,f,13,2,4,2,1,0,75,1,1309.59526349397,0
124,22,f,13,3,2,2,1,0,75,1,1077.86654399024,0
124,22,f,13,3,1,1,2,0,90,0,987.472915840044,0
124,22,f,14,2,3,2,1,0,90,1,1281.79962581999,0
124,22,f,14,3,1,1,2,0,77,1,1364.96014575823,0
124,22,f,14,2,4,2,1,0,77,1,1220.20048164268,0
124,22,f,14,2,3,2,1,0,75,1,821.865165107738,0
124,22,f,14,4,1,1,2,0,65,1,1188.95582074765,0
124,22,f,14,2,4,2,1,0,77,1,811.164016660769,0
124,22,f,14,1,4,1,2,0,75,1,2556.42470376915,0
124,22,f,14,2,3,2,1,0,75,1,802.496783708193,0
124,22,f,15,2,4,2,1,0,77,1,693.596879038523,0
124,22,f,15,3,2,2,1,0,77,1,1090.62937882118,0
124,22,f,15,4,1,1,2,0,65,1,1992.56887330557,0
124,22,f,15,1,4,1,2,0,90,1,773.396518135996,0
124,22,f,15,1,3,1,2,0,90,1,834.797040104604,0
124,22,f,15,3,1,1,2,0,77,1,833.503279078286,0
124,22,f,15,1,3,1,2,0,65,1,1222.16738478892,0
124,22,f,15,2,4,2,1,0,75,1,1644.13481919473,0
124,22,f,16,4,1,1,2,0,75,1,931.339202648815,0
124,22,f,16,3,2,2,1,0,77,1,1862.70376132597,0
124,22,f,16,3,1,1,2,0,65,1,2103.49937304272,0
124,22,f,16,1,3,1,2,0,75,1,1732.36594058108,0
124,22,f,16,4,1,1,2,0,77,1,1228.22868237199,0
124,22,f,16,2,4,2,1,0,65,1,1185.50619381494,0
124,22,f,16,4,2,2,1,0,75,1,830.9791470856,0
124,22,f,16,2,3,2,1,0,75,1,1177.26397614751,0
124,22,f,17,3,1,1,2,0,65,1,1793.6134208212,0
124,22,f,17,3,2,2,1,0,75,1,850.51475750879,0
124,22,f,17,4,1,1,2,0,65,1,1754.12080697424,0
124,22,f,17,3,2,2,1,0,77,1,1050.94267062668,0
124,22,f,17,1,4,1,2,0,77,1,1988.85783781952,0
124,22,f,17,1,4,1,2,0,65,1,1102.61945857565,0
124,22,f,17,2,3,2,1,0,65,1,1037.97306344859,0
124,22,f,17,4,2,2,1,0,75,1,1108.6273273977,0
124,22,f,18,4,2,2,1,0,90,1,817.233766258141,0
124,22,f,18,4,2,2,1,0,65,1,645.009300231322,0
124,22,f,18,3,2,2,1,0,90,1,765.86215619318,0
124,22,f,18,4,1,1,2,0,65,1,1142.86762162374,0
124,22,f,18,2,3,2,1,0,90,1,1409.92060545614,0
124,22,f,18,2,3,2,1,0,75,1,858.50975392168,0
124,22,f,18,1,3,1,2,0,75,1,1346.54593576124,0
124,22,f,18,3,1,1,2,0,75,1,914.891292075481,0
124,22,f,19,4,1,1,2,0,90,1,760.27779337528,0
124,22,f,19,1,4,1,2,0,90,1,815.19834147548,0
124,22,f,19,1,4,1,2,0,75,0,1139.24684151425,0
124,22,f,19,4,1,1,2,0,77,1,962.061952013755,0
124,22,f,19,2,4,2,1,0,90,1,719.101418668288,0
124,22,f,19,2,4,2,1,0,90,1,890.130227340705,0
124,22,f,19,1,4,1,2,0,90,1,953.254355350509,0
124,22,f,19,1,4,1,2,0,90,1,786.248400912882,0
124,22,f,20,1,3,1,2,0,77,1,733.696226361644,0
124,22,f,20,2,4,2,1,0,90,1,1085.41901738135,0
124,22,f,20,1,4,1,2,0,90,1,732.215011856169,0
124,22,f,20,4,1,1,2,0,90,1,931.721957898844,0
124,22,f,20,1,4,1,2,0,65,1,1179.04584067583,0
124,22,f,20,2,3,2,1,0,90,1,1026.56194628071,0
124,22,f,20,2,3,2,1,0,65,1,1255.58360817377,0
124,22,f,20,4,1,1,2,0,77,1,1531.94285717836,0
124,22,f,21,1,4,1,2,0,90,1,865.192274141009,0
124,22,f,21,4,1,1,2,0,75,1,954.683046660648,0
124,22,f,21,1,3,1,2,0,90,1,613.971713541105,0
124,22,f,21,3,1,1,2,0,90,1,899.75012240393,0
124,22,f,21,2,4,2,1,0,77,1,1053.5383428396,0
124,22,f,21,1,4,1,2,0,75,1,830.147227952693,0
124,22,f,21,3,1,1,2,0,90,1,1053.17158603793,0
124,22,f,21,4,1,1,2,0,75,1,754.935822089465,0
124,22,f,22,3,1,1,2,0,77,1,770.935776206898,0
124,22,f,22,1,3,1,2,0,90,1,540.312458684639,0
124,22,f,22,1,3,1,2,0,65,1,1478.33025740692,0
124,22,f,22,3,1,1,2,0,65,1,1105.46416318175,0
124,22,f,22,1,4,1,2,0,75,1,659.186940920335,0
124,22,f,22,1,3,1,2,0,75,1,828.553118761192,0
124,22,f,22,2,3,2,1,0,75,1,1616.68903430109,0
124,22,f,22,2,3,2,1,0,75,1,1250.56583178957,0
124,22,f,23,3,1,1,2,0,65,1,1996.50026472955,0
124,22,f,23,1,3,1,2,0,65,1,744.376546641433,0
124,22,f,23,4,2,2,1,0,65,1,1020.10944143694,0
124,22,f,23,4,2,2,1,0,75,1,996.76408814048,0
124,22,f,23,2,3,2,1,0,75,1,850.437482004054,0
124,22,f,23,3,2,2,1,0,77,1,1138.51815762973,0
124,22,f,23,2,3,2,1,0,75,1,1581.83566759544,0
124,22,f,23,2,3,2,1,0,90,0,878.370464815816,0
124,22,f,24,1,3,1,2,0,77,1,1407.47223967992,0
